date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:06:18	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%22cc69ebf370927a077a0fba965d92d9d6%22	https://connect.facebook.net/zh_TW/sdk.js	/home/frank/websites/casino-3/connect.facebook.net/zh_TW/sdk.js	(from https://vingobet.com/)
16:06:20	1028/1028	---MCZ	200	added ('OK')	text/plain	date:Tue,%2011%20Jun%202024%2015:06:19%20GMT	https://www.facebook.com/robots.txt		(from https://vingobet.com/)
16:06:21	51/51	---MCZ	200	added ('OK')	text/plain	date:Tue,%2011%20Jun%202024%2015:06:20%20GMT	https://fonts.googleapis.com/robots.txt		(from https://vingobet.com/)
16:06:21	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jun%202024%2015:06:21%20GMT	https://fonts.gstatic.com/robots.txt		(from https://vingobet.com/)
16:06:23	16958/16958	UR-MCZ	200	added ('OK')	image/x-icon	etag:W/%2266614037-423e%22	https://vingobet.com/favicon.ico	/home/frank/websites/casino-3/vingobet.com/favicon.ico	(from https://vingobet.com/)
16:06:23	4567/4567	UR-M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Jun%202024%2015:06:23%20GMT	https://analytics.tiktok.com/i18n/pixel/events.js	/home/frank/websites/casino-3/analytics.tiktok.com/i18n/pixel/events.js	(from https://vingobet.com/)
16:06:23	194429/194429	UR-MCZ	200	added ('OK')	image/png	etag:W/%2266614037-2f77d%22	https://vingobet.com/logo512.png	/home/frank/websites/casino-3/vingobet.com/logo512.png	(from https://vingobet.com/)
16:06:25	10317/10317	---MCZ	200	added ('OK')	text/html	etag:W/%226661410e-284d%22	https://vingobet.com/a	/home/frank/websites/casino-3/vingobet.com/a.html	(from https://connect.facebook.net/en_US/fbevents.js)
16:06:25	476/476	UR-MCZ	200	added ('OK')	application/json	etag:W/%2266614037-1dc%22	https://vingobet.com/manifest.json	/home/frank/websites/casino-3/vingobet.com/manifest.json	(from https://vingobet.com/)
16:06:25	168/168	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	application/xml	etag:%22430ec09f84c88581abefb862c5f73e1e%22	https://cdn.adjust.com/adjust-latest.min.js	/home/frank/websites/casino-3/cdn.adjust.com/adjust-latest.min.js	(from https://vingobet.com/)
16:06:25	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2011%20Jun%202024%2015:06:25%20GMT	https://vingobet.com/static/js/main.c414aaae.js	/home/frank/websites/casino-3/vingobet.com/static/js/main.c414aaae.js	(from https://vingobet.com/)
16:06:26	10317/10317	---MCZ	200	added ('OK')	text/html	etag:W/%226661410e-284d%22	https://vingobet.com/POST	/home/frank/websites/casino-3/vingobet.com/POST.html	(from https://connect.facebook.net/en_US/fbevents.js)
16:06:27	10317/10317	---MCZ	200	added ('OK')	text/html	etag:W/%226661410e-284d%22	https://vingobet.com/b.resolvedLink	/home/frank/websites/casino-3/vingobet.com/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
16:06:27	90047/90047	UR-MCZ	200	added ('OK')	image/gif	etag:W/%2266614037-15fbf%22	https://vingobet.com/loading.gif	/home/frank/websites/casino-3/vingobet.com/loading.gif	(from https://vingobet.com/)
16:06:27	10317/10317	---MCZ	200	added ('OK')	text/html	etag:W/%226661410e-284d%22	https://vingobet.com/schema.org/	/home/frank/websites/casino-3/vingobet.com/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
16:06:28	10317/10317	---MCZ	200	added ('OK')	text/html	etag:W/%226661410e-284d%22	https://vingobet.com/signals/iwl.js	/home/frank/websites/casino-3/vingobet.com/signals/iwl.html	(from https://connect.facebook.net/en_US/fbevents.js)
16:06:29	51/51	---MCZ	200	added ('OK')	text/plain	date:Tue,%2011%20Jun%202024%2015:06:29%20GMT	https://fonts.googleapis.com/robots.txt		(from https://vingobet.com/)
16:06:30	21247/21247	---MCZ	200	added ('OK')	image/png	etag:W/%226661410e-52ff%22	https://vingobet.com/static/media/skeleton-animation_00.bbbe40ba7e3f81feba79.png	/home/frank/websites/casino-3/vingobet.com/static/media/skeleton-animation_00.bbbe40ba7e3f81feba79.png	(from https://vingobet.com/static/css/main.cef6dd8f.css)
16:06:31	21211/21211	---MCZ	200	added ('OK')	image/png	etag:W/%226661410e-52db%22	https://vingobet.com/static/media/skeleton-animation_01.e8212243a55868fc24e2.png	/home/frank/websites/casino-3/vingobet.com/static/media/skeleton-animation_01.e8212243a55868fc24e2.png	(from https://vingobet.com/static/css/main.cef6dd8f.css)
16:06:32	21181/21181	---MCZ	200	added ('OK')	image/png	etag:W/%226661410e-52bd%22	https://vingobet.com/static/media/skeleton-animation_02.66ee51a80677f2eaa79c.png	/home/frank/websites/casino-3/vingobet.com/static/media/skeleton-animation_02.66ee51a80677f2eaa79c.png	(from https://vingobet.com/static/css/main.cef6dd8f.css)
16:06:33	21261/21261	---MCZ	200	added ('OK')	image/png	etag:W/%226661410e-530d%22	https://vingobet.com/static/media/skeleton-animation_03.f07e6e3ffcf92759f1f4.png	/home/frank/websites/casino-3/vingobet.com/static/media/skeleton-animation_03.f07e6e3ffcf92759f1f4.png	(from https://vingobet.com/static/css/main.cef6dd8f.css)
16:06:34	21361/21361	---MCZ	200	added ('OK')	image/png	etag:W/%226661410e-5371%22	https://vingobet.com/static/media/skeleton-animation_04.d5c7e05329bc04e25d58.png	/home/frank/websites/casino-3/vingobet.com/static/media/skeleton-animation_04.d5c7e05329bc04e25d58.png	(from https://vingobet.com/static/css/main.cef6dd8f.css)
